UNITID,SECTOR
138293,Private not-for-profit four-years
363712,Private not-for-profit four-years
133650,Public four-years
133669,Public four-years
433660,Public four-years
133951,Public four-years
482936,Public four-years
134097,Public four-years
262129,Public four-years
138354,Public four-years
132903,Public four-years
134130,Public four-years
484473,Public four-years
136172,Public four-years
137351,Public four-years
451671,Public four-years
448840,Public four-years
138682,Community Colleges
246813,Community Colleges
138840,Community Colleges
138956,Community Colleges
483045,Community Colleges
140331,Community Colleges
485458,Community Colleges
139357,Community Colleges
139384,Community Colleges
244446,Community Colleges
140012,Community Colleges
140243,Community Colleges
140678,Community Colleges
420431,Community Colleges
366465,Community Colleges
140942,Community Colleges
141006,Community Colleges
368911,Community Colleges
139986,Community Colleges
487162,Community Colleges
139278,Community Colleges
141255,Community Colleges
467784,Other private not-for-profits
443748,Other private not-for-profits
487092,Other private not-for-profits
430421,Other private not-for-profits
139995,Other private not-for-profits
481155,Other private not-for-profits
244437,"Other public two-years, less-than-two-years"
139746,"Other public two-years, less-than-two-years"
438586,Private for-profits
367936,Private for-profits
419244,Private for-profits
138938,Private for-profits
138929,Private for-profits
447917,Private for-profits
440059,Private for-profits
139214,Private for-profits
410283,Private for-profits
475732,Private for-profits
417406,Private for-profits
487959,Private for-profits
482468,Private for-profits
488156,Private for-profits
476887,Private for-profits
481678,Private for-profits
417381,Private for-profits
212337,Private for-profits
440101,Private for-profits
458867,Private for-profits
486691,Private for-profits
478582,Private for-profits
439631,Private for-profits
485193,Private for-profits
372921,Private for-profits
456092,Private for-profits
138822,Private for-profits
408862,Private for-profits
140003,Private for-profits
444714,Private for-profits
425250,Private for-profits
490407,Private for-profits
138655,Private for-profits
442435,Private for-profits
138664,Private for-profits
365091,Private for-profits
450243,Private for-profits
479637,Private for-profits
443526,Private for-profits
446905,Private for-profits
457475,Private for-profits
455840,Private for-profits
443623,Private for-profits
434159,Private for-profits
490221,Private for-profits
140827,Private for-profits
460826,Private for-profits
458441,Private for-profits
475060,Private for-profits
483638,Private for-profits
485120,Private for-profits
444796,Private for-profits
454926,Private for-profits
454607,Private for-profits
139506,Private for-profits
457466,Private for-profits
419235,Private for-profits
476948,Private for-profits
420495,Private for-profits
480301,Private for-profits
468006,Private for-profits
139579,Private for-profits
475121,Private for-profits
458919,Private for-profits
138813,Private for-profits
141015,Private for-profits
413945,Private for-profits
413893,Private for-profits
484677,Private for-profits
458256,Private for-profits
475370,Private for-profits
460844,Private for-profits
475352,Private for-profits
431965,Private for-profits
481146,Private for-profits
138600,Private not-for-profit four-years
138761,Private not-for-profit four-years
139144,Private not-for-profit four-years
139153,Private not-for-profit four-years
139199,Private not-for-profit four-years
139205,Private not-for-profit four-years
139287,Private not-for-profit four-years
138947,Private not-for-profit four-years
139348,Private not-for-profit four-years
139393,Private not-for-profit four-years
139630,Private not-for-profit four-years
139658,Private not-for-profit four-years
461236,Private not-for-profit four-years
140340,Private not-for-profit four-years
140146,Private not-for-profit four-years
140234,Private not-for-profit four-years
140252,Private not-for-profit four-years
135364,Private not-for-profit four-years
140447,Private not-for-profit four-years
140553,Private not-for-profit four-years
140562,Private not-for-profit four-years
140696,Private not-for-profit four-years
140720,Private not-for-profit four-years
140818,Private not-for-profit four-years
138868,Private not-for-profit four-years
490230,Private not-for-profit four-years
140872,Private not-for-profit four-years
140951,Private not-for-profit four-years
140988,Private not-for-profit four-years
448309,Private not-for-profit four-years
141060,Private not-for-profit four-years
141167,Private not-for-profit four-years
141185,Private not-for-profit four-years
141237,Private not-for-profit four-years
141325,Private not-for-profit four-years
141361,Private not-for-profit four-years
138558,Public four-years
138716,Public four-years
138789,Public four-years
138901,Public four-years
482149,Public four-years
139010,Public four-years
139311,Public four-years
139250,Public four-years
139366,Public four-years
139463,Public four-years
138691,Public four-years
139621,Public four-years
139719,Public four-years
139861,Public four-years
447689,Public four-years
139700,Public four-years
139755,Public four-years
485111,Public four-years
139931,Public four-years
139764,Public four-years
139940,Public four-years
139968,Public four-years
486840,Public four-years
482158,Public four-years
140960,Public four-years
482699,Public four-years
139959,Public four-years
482680,Public four-years
141334,Public four-years
141264,Public four-years
240745,Community Colleges
439862,Private not-for-profit four-years
240754,Public four-years
383190,Community Colleges
141680,Community Colleges
141796,Community Colleges
141802,Community Colleges
141811,Community Colleges
141839,Community Colleges
141990,Community Colleges
366748,Private for-profits
141608,Private for-profits
460756,Private for-profits
444699,Private for-profits
461333,Private for-profits
141848,Private for-profits
461591,Private for-profits
141945,Private for-profits
420042,Private for-profits
230047,Private not-for-profit four-years
141486,Private not-for-profit four-years
141644,Private not-for-profit four-years
457484,Private not-for-profit four-years
372958,Private not-for-profit four-years
141936,Private not-for-profit four-years
141565,Public four-years
141574,Public four-years
141981,Public four-years
142179,Community Colleges
142559,Community Colleges
455114,Community Colleges
142443,Community Colleges
460808,"Other public two-years, less-than-two-years"
476957,Private for-profits
476869,Private for-profits
461652,Private for-profits
142407,Private for-profits
476850,Private for-profits
467793,Private for-profits
455600,Private for-profits
142054,Private for-profits
445780,Private for-profits
457493,Private for-profits
142489,Private for-profits
454935,Private for-profits
247010,Private for-profits
142337,Private for-profits
460525,Private for-profits
436100,Private for-profits
142416,Private for-profits
455859,Private for-profits
260929,Private for-profits
488998,Private for-profits
454944,Private for-profits
247047,Private for-profits
440466,Private for-profits
142090,Private not-for-profit four-years
142522,Private not-for-profit four-years
440396,Private not-for-profit four-years
142461,Private not-for-profit four-years
460899,Private not-for-profit four-years
474906,Private not-for-profit four-years
142294,Private not-for-profit four-years
142115,Public four-years
142276,Public four-years
142328,Public four-years
142285,Public four-years
143279,Community Colleges
143613,Community Colleges
144209,Community Colleges
144184,Community Colleges
144157,Community Colleges
144166,Community Colleges
144175,Community Colleges
144193,Community Colleges
144218,Community Colleges
144865,Community Colleges
146472,Community Colleges
144564,Community Colleges
144944,Community Colleges
403469,Community Colleges
384342,Community Colleges
145521,Community Colleges
145682,Community Colleges
145831,Community Colleges
146205,Community Colleges
146278,Community Colleges
146296,Community Colleges
146348,Community Colleges
146366,Community Colleges
146418,Community Colleges
146506,Community Colleges
146603,Community Colleges
146685,Community Colleges
403478,Community Colleges
147004,Community Colleges
147378,Community Colleges
147411,Community Colleges
147800,Community Colleges
145707,Community Colleges
147916,Community Colleges
148007,Community Colleges
148256,Community Colleges
148292,Community Colleges
148380,Community Colleges
148672,Community Colleges
148821,Community Colleges
149365,Community Colleges
148937,Community Colleges
143215,Community Colleges
148991,Community Colleges
149532,Community Colleges
403487,Community Colleges
149727,Community Colleges
149842,Community Colleges
433165,Other private not-for-profits
143303,Other private not-for-profits
487968,Other private not-for-profits
393180,Other private not-for-profits
145354,Other private not-for-profits
364122,Other private not-for-profits
146816,Other private not-for-profits
147396,Other private not-for-profits
148955,Other private not-for-profits
488086,Other private not-for-profits
367972,"Other public two-years, less-than-two-years"
417442,"Other public two-years, less-than-two-years"
457527,Private for-profits
445027,Private for-profits
145770,Private for-profits
420866,Private for-profits
455877,Private for-profits
364760,Private for-profits
446084,Private for-profits
143464,Private for-profits
401481,Private for-profits
143482,Private for-profits
143491,Private for-profits
143516,Private for-profits
143473,Private for-profits
457031,Private for-profits
143552,Private for-profits
454227,Private for-profits
244561,Private for-profits
144795,Private for-profits
144485,Private for-profits
483911,Private for-profits
476674,Private for-profits
484084,Private for-profits
482477,Private for-profits
146454,Private for-profits
260965,Private for-profits
149204,Private for-profits
143543,Private for-profits
481748,Private for-profits
481739,Private for-profits
446251,Private for-profits
461582,Private for-profits
244613,Private for-profits
145099,Private for-profits
145239,Private for-profits
407090,Private for-profits
145309,Private for-profits
145406,Private for-profits
367981,Private for-profits
145424,Private for-profits
145433,Private for-profits
367051,Private for-profits
145460,Private for-profits
486345,Private for-profits
419253,Private for-profits
460145,Private for-profits
457554,Private for-profits
462309,Private for-profits
401764,Private for-profits
146393,Private for-profits
143695,Private for-profits
476489,Private for-profits
144467,Private for-profits
146700,Private for-profits
148399,Private for-profits
147165,Private for-profits
439020,Private for-profits
458265,Private for-profits
469638,Private for-profits
437556,Private for-profits
457536,Private for-profits
443173,Private for-profits
147439,Private for-profits
483258,Private for-profits
147642,Private for-profits
147749,Private for-profits
260992,Private for-profits
147819,Private for-profits
442842,Private for-profits
143376,Private for-profits
458274,Private for-profits
483328,Private for-profits
457545,Private for-profits
481085,Private for-profits
373216,Private for-profits
101958,Private for-profits
148098,Private for-profits
448673,Private for-profits
475653,Private for-profits
369446,Private for-profits
485139,Private for-profits
146010,Private for-profits
459356,Private for-profits
451219,Private for-profits
445957,Private for-profits
428295,Private for-profits
412650,Private for-profits
462053,Private for-profits
146807,Private for-profits
149310,Private for-profits
148177,Private for-profits
428286,Private for-profits
462345,Private for-profits
454962,Private for-profits
482167,Private for-profits
149499,Private for-profits
460747,Private for-profits
455895,Private for-profits
470393,Private for-profits
454971,Private for-profits
144573,Private for-profits
487533,Private for-profits
454980,Private for-profits
455886,Private for-profits
454999,Private for-profits
455008,Private for-profits
143181,Private for-profits
488396,Private for-profits
459365,Private for-profits
459374,Private for-profits
366191,Private for-profits
454953,Private for-profits
442161,Private for-profits
149550,Private for-profits
480514,Private for-profits
148140,Private for-profits
369455,Private for-profits
142832,Private not-for-profit four-years
142887,Private not-for-profit four-years
142957,Private not-for-profit four-years
143084,Private not-for-profit four-years
143118,Private not-for-profit four-years
145619,Private not-for-profit four-years
443702,Private not-for-profit four-years
143288,Private not-for-profit four-years
143297,Private not-for-profit four-years
143358,Private not-for-profit four-years
143659,Private not-for-profit four-years
144014,Private not-for-profit four-years
260947,Private not-for-profit four-years
144281,Private not-for-profit four-years
144351,Private not-for-profit four-years
144740,Private not-for-profit four-years
148496,Private not-for-profit four-years
144883,Private not-for-profit four-years
144962,Private not-for-profit four-years
409254,Private not-for-profit four-years
144971,Private not-for-profit four-years
145275,Private not-for-profit four-years
145372,Private not-for-profit four-years
145497,Private not-for-profit four-years
145691,Private not-for-profit four-years
145628,Private not-for-profit four-years
145725,Private not-for-profit four-years
145646,Private not-for-profit four-years
145886,Private not-for-profit four-years
146339,Private not-for-profit four-years
146427,Private not-for-profit four-years
146481,Private not-for-profit four-years
146490,Private not-for-profit four-years
146533,Private not-for-profit four-years
146612,Private not-for-profit four-years
146667,Private not-for-profit four-years
146676,Private not-for-profit four-years
146719,Private not-for-profit four-years
146728,Private not-for-profit four-years
146825,Private not-for-profit four-years
146977,Private not-for-profit four-years
147013,Private not-for-profit four-years
147031,Private not-for-profit four-years
147129,Private not-for-profit four-years
143853,Private not-for-profit four-years
147244,Private not-for-profit four-years
147341,Private not-for-profit four-years
147369,Private not-for-profit four-years
483984,Private not-for-profit four-years
147536,Private not-for-profit four-years
147590,Private not-for-profit four-years
147660,Private not-for-profit four-years
147679,Private not-for-profit four-years
147697,Private not-for-profit four-years
443030,Private not-for-profit four-years
147767,Private not-for-profit four-years
147828,Private not-for-profit four-years
148016,Private not-for-profit four-years
148131,Private not-for-profit four-years
149763,Private not-for-profit four-years
148335,Private not-for-profit four-years
148405,Private not-for-profit four-years
148487,Private not-for-profit four-years
145558,Private not-for-profit four-years
148511,Private not-for-profit four-years
149028,Private not-for-profit four-years
148876,Private not-for-profit four-years
148575,Private not-for-profit four-years
148627,Private not-for-profit four-years
143048,Private not-for-profit four-years
148982,Private not-for-profit four-years
148593,Private not-for-profit four-years
149329,Private not-for-profit four-years
143978,Private not-for-profit four-years
146241,Private not-for-profit four-years
445054,Private not-for-profit four-years
149505,Private not-for-profit four-years
146755,Private not-for-profit four-years
149514,Private not-for-profit four-years
144050,Private not-for-profit four-years
148885,Private not-for-profit four-years
148584,Private not-for-profit four-years
149639,Private not-for-profit four-years
149781,Private not-for-profit four-years
144005,Public four-years
144892,Public four-years
145336,Public four-years
145813,Public four-years
147776,Public four-years
147703,Public four-years
149222,Public four-years
149231,Public four-years
145600,Public four-years
148654,Public four-years
145637,Public four-years
149772,Public four-years
150987,Community Colleges
152637,Community Colleges
150048,Other private not-for-profits
152497,Other private not-for-profits
368036,Private for-profits
449889,Private for-profits
460057,Private for-profits
457563,Private for-profits
438735,Private for-profits
152415,Private for-profits
458283,Private for-profits
408039,Private for-profits
451699,Private for-profits
151616,Private for-profits
151944,Private for-profits
475741,Private for-profits
150251,Private for-profits
449603,Private for-profits
482486,Private for-profits
150437,Private for-profits
150428,Private for-profits
151652,Private for-profits
458858,Private for-profits
458681,Private for-profits
150695,Private for-profits
151166,Private for-profits
449597,Private for-profits
488420,Private for-profits
151458,Private for-profits
151467,Private for-profits
151500,Private for-profits
151519,Private for-profits
479628,Private for-profits
459587,Private for-profits
251251,Private for-profits
450270,Private for-profits
150765,Private for-profits
489779,Private for-profits
488439,Private for-profits
151564,Private for-profits
475574,Private for-profits
489043,Private for-profits
151661,Private for-profits
483629,Private for-profits
451228,Private for-profits
482370,Private for-profits
461917,Private for-profits
484109,Private for-profits
150853,Private for-profits
152150,Private for-profits
488776,Private for-profits
152275,Private for-profits
152309,Private for-profits
484349,Private for-profits
456506,Private for-profits
460109,Private for-profits
481863,Private for-profits
488961,Private for-profits
486752,Private for-profits
437857,Private for-profits
152327,Private for-profits
457572,Private for-profits
462017,Private for-profits
488129,Private for-profits
448345,Private for-profits
459392,Private for-profits
150303,Private for-profits
414869,Private for-profits
151607,Private for-profits
367088,Private for-profits
443544,Private for-profits
152628,Private for-profits
151865,Private not-for-profit four-years
150066,Private not-for-profit four-years
143233,Private not-for-profit four-years
150145,Private not-for-profit four-years
150163,Private not-for-profit four-years
150172,Private not-for-profit four-years
150215,Private not-for-profit four-years
150288,Private not-for-profit four-years
439613,Private not-for-profit four-years
150400,Private not-for-profit four-years
150455,Private not-for-profit four-years
150604,Private not-for-profit four-years
150668,Private not-for-profit four-years
150677,Private not-for-profit four-years
150756,Private not-for-profit four-years
150774,Private not-for-profit four-years
457226,Private not-for-profit four-years
150941,Private not-for-profit four-years
151290,Private not-for-profit four-years
151801,Private not-for-profit four-years
488679,Private not-for-profit four-years
151777,Private not-for-profit four-years
151786,Private not-for-profit four-years
151810,Private not-for-profit four-years
151962,Private not-for-profit four-years
152099,Private not-for-profit four-years
442897,Private not-for-profit four-years
152318,Private not-for-profit four-years
152363,Private not-for-profit four-years
152381,Private not-for-profit four-years
152390,Private not-for-profit four-years
152451,Private not-for-profit four-years
152530,Private not-for-profit four-years
152567,Private not-for-profit four-years
414878,Private not-for-profit four-years
150534,Private not-for-profit four-years
151263,Private not-for-profit four-years
152080,Private not-for-profit four-years
152336,Private not-for-profit four-years
152600,Private not-for-profit four-years
152673,Private not-for-profit four-years
150136,Public four-years
151324,Public four-years
151351,Public four-years
151388,Public four-years
151333,Public four-years
151360,Public four-years
151102,Public four-years
151111,Public four-years
151342,Public four-years
151379,Public four-years
490805,Public four-years
152248,Public four-years
243780,Public four-years
152266,Public four-years
151306,Public four-years
153214,Community Colleges
153311,Community Colleges
153296,Community Colleges
153445,Community Colleges
153472,Community Colleges
153524,Community Colleges
153533,Community Colleges
153630,Community Colleges
153737,Community Colleges
153922,Community Colleges
154059,Community Colleges
154110,Community Colleges
154129,Community Colleges
154378,Community Colleges
154396,Community Colleges
154572,Community Colleges
366571,Other private not-for-profits
153542,Other private not-for-profits
153588,Private for-profits
153463,Private for-profits
475015,Private for-profits
153083,Private for-profits
154448,Private for-profits
153074,Private for-profits
451194,Private for-profits
154466,Private for-profits
381486,Private for-profits
153339,Private for-profits
153427,Private for-profits
153597,Private for-profits
153171,Private for-profits
154165,Private for-profits
154457,Private for-profits
451954,Private for-profits
260910,Private for-profits
153418,Private for-profits
260901,Private for-profits
367024,Private for-profits
153409,Private for-profits
153773,Private for-profits
153746,Private for-profits
154332,Private for-profits
153782,Private for-profits
154341,Private for-profits
153764,Private for-profits
154208,Private for-profits
373085,Private for-profits
154545,Private for-profits
461731,Private for-profits
444909,Private for-profits
446729,Private for-profits
373058,Private for-profits
154518,Private for-profits
152798,Private not-for-profit four-years
152992,Private not-for-profit four-years
153001,Private not-for-profit four-years
153108,Private not-for-profit four-years
153126,Private not-for-profit four-years
153144,Private not-for-profit four-years
153162,Private not-for-profit four-years
154156,Private not-for-profit four-years
153241,Private not-for-profit four-years
153250,Private not-for-profit four-years
153269,Private not-for-profit four-years
153302,Private not-for-profit four-years
153320,Private not-for-profit four-years
153366,Private not-for-profit four-years
153375,Private not-for-profit four-years
153384,Private not-for-profit four-years
153621,Private not-for-profit four-years
153825,Private not-for-profit four-years
153834,Private not-for-profit four-years
153861,Private not-for-profit four-years
153977,Private not-for-profit four-years
154004,Private not-for-profit four-years
154013,Private not-for-profit four-years
154101,Private not-for-profit four-years
154174,Private not-for-profit four-years
154235,Private not-for-profit four-years
480499,Private not-for-profit four-years
154350,Private not-for-profit four-years
154262,Private not-for-profit four-years
153278,Private not-for-profit four-years
154493,Private not-for-profit four-years
154527,Private not-for-profit four-years
154536,Private not-for-profit four-years
154590,Private not-for-profit four-years
153603,Public four-years
153658,Public four-years
154095,Public four-years
154642,Community Colleges
154697,Community Colleges
154800,Community Colleges
154907,Community Colleges
154925,Community Colleges
154934,Community Colleges
154952,Community Colleges
154998,Community Colleges
155052,Community Colleges
155098,Community Colleges
155104,Community Colleges
155186,Community Colleges
155195,Community Colleges
155201,Community Colleges
155210,Community Colleges
155292,Community Colleges
155450,Community Colleges
155487,Community Colleges
155566,Community Colleges
155593,Community Colleges
155618,Community Colleges
155715,Community Colleges
155830,Community Colleges
155858,Community Colleges
156107,Community Colleges
155423,"Other public two-years, less-than-two-years"
478953,Private for-profits
154767,Private for-profits
154776,Private for-profits
154794,Private for-profits
417503,Private for-profits
461801,Private for-profits
457581,Private for-profits
442569,Private for-profits
478917,Private for-profits
155159,Private for-profits
479646,Private for-profits
450234,Private for-profits
476902,Private for-profits
491093,Private for-profits
442718,Private for-profits
451884,Private for-profits
482361,Private for-profits
155353,Private for-profits
476984,Private for-profits
408066,Private for-profits
367097,Private for-profits
480657,Private for-profits
452018,Private for-profits
440891,Private for-profits
470047,Private for-profits
156134,Private for-profits
451237,Private for-profits
154688,Private not-for-profit four-years
155070,Private not-for-profit four-years
154712,Private not-for-profit four-years
154721,Private not-for-profit four-years
154749,Private not-for-profit four-years
154837,Private not-for-profit four-years
154855,Private not-for-profit four-years
177038,Private not-for-profit four-years
155007,Private not-for-profit four-years
155089,Private not-for-profit four-years
155177,Private not-for-profit four-years
155308,Private not-for-profit four-years
155414,Private not-for-profit four-years
155496,Private not-for-profit four-years
155511,Private not-for-profit four-years
155520,Private not-for-profit four-years
155335,Private not-for-profit four-years
155636,Private not-for-profit four-years
454582,Private not-for-profit four-years
155627,Private not-for-profit four-years
179317,Private not-for-profit four-years
155900,Private not-for-profit four-years
155937,Private not-for-profit four-years
155973,Private not-for-profit four-years
155812,Private not-for-profit four-years
155025,Public four-years
155061,Public four-years
155140,Public four-years
155399,Public four-years
155681,Public four-years
155317,Public four-years
156082,Public four-years
156125,Public four-years
156231,Community Colleges
157553,Community Colleges
156392,Community Colleges
156648,Community Colleges
157438,Community Colleges
156790,Community Colleges
156851,Community Colleges
156860,Community Colleges
156921,Community Colleges
157304,Community Colleges
157331,Community Colleges
247940,Community Colleges
157711,Community Colleges
156338,Community Colleges
157739,Community Colleges
157483,Community Colleges
442976,Other private not-for-profits
446242,Other private not-for-profits
486169,Private for-profits
157021,Private for-profits
237127,Private for-profits
447935,Private for-profits
156277,Private for-profits
247065,Private for-profits
157599,Private for-profits
447476,Private for-profits
363439,Private for-profits
406219,Private for-profits
460473,Private for-profits
449302,Private for-profits
458557,Private for-profits
157465,Private for-profits
157614,Private for-profits
157669,Private for-profits
157650,Private for-profits
157678,Private for-profits
248305,Private for-profits
491181,Private for-profits
156471,Private for-profits
480161,Private for-profits
367103,Private for-profits
448488,Private for-profits
413857,Private for-profits
248192,Private for-profits
487904,Private for-profits
450632,Private for-profits
461722,Private for-profits
488217,Private for-profits
484066,Private for-profits
156426,Private for-profits
156842,Private for-profits
156310,Private for-profits
156754,Private for-profits
488183,Private for-profits
421513,Private for-profits
480550,Private for-profits
481890,Private for-profits
484330,Private for-profits
433563,Private for-profits
157766,Private for-profits
157270,Private for-profits
157793,Private for-profits
156967,Private for-profits
245069,Private for-profits
157827,Private for-profits
468705,Private for-profits
487913,Private for-profits
476531,Private for-profits
445391,Private for-profits
156189,Private not-for-profit four-years
156222,Private not-for-profit four-years
156213,Private not-for-profit four-years
156286,Private not-for-profit four-years
156295,Private not-for-profit four-years
156356,Private not-for-profit four-years
156365,Private not-for-profit four-years
156408,Private not-for-profit four-years
156417,Private not-for-profit four-years
156727,Private not-for-profit four-years
156745,Private not-for-profit four-years
157100,Private not-for-profit four-years
157030,Private not-for-profit four-years
157076,Private not-for-profit four-years
157207,Private not-for-profit four-years
157216,Private not-for-profit four-years
157298,Private not-for-profit four-years
157377,Private not-for-profit four-years
461759,Private not-for-profit four-years
157757,Private not-for-profit four-years
157748,Private not-for-profit four-years
157809,Private not-for-profit four-years
157818,Private not-for-profit four-years
157863,Private not-for-profit four-years
157535,Private not-for-profit four-years
156541,Private not-for-profit four-years
156620,Public four-years
157058,Public four-years
157386,Public four-years
157401,Public four-years
157447,Public four-years
157085,Public four-years
157289,Public four-years
157951,Public four-years
437103,Community Colleges
158431,Community Colleges
158352,Community Colleges
158088,Community Colleges
158662,Community Colleges
160481,Community Colleges
483212,Community Colleges
159407,Community Colleges
160667,Community Colleges
160010,Community Colleges
158884,Community Colleges
436304,Community Colleges
160913,Community Colleges
434061,Community Colleges
160649,Community Colleges
160579,Community Colleges
487658,Other private not-for-profits
158325,Other private not-for-profits
490498,Other private not-for-profits
440271,Other private not-for-profits
160524,Other private not-for-profits
159513,Private for-profits
160320,Private for-profits
159522,Private for-profits
158778,Private for-profits
158246,Private for-profits
158343,Private for-profits
373456,Private for-profits
450128,Private for-profits
450021,Private for-profits
439491,Private for-profits
434821,Private for-profits
439482,Private for-profits
483948,Private for-profits
417549,Private for-profits
158440,Private for-profits
487621,Private for-profits
160126,Private for-profits
366155,Private for-profits
158538,Private for-profits
248527,Private for-profits
447962,Private for-profits
407142,Private for-profits
158617,Private for-profits
158644,Private for-profits
402563,Private for-profits
366270,Private for-profits
483355,Private for-profits
483364,Private for-profits
158723,Private for-profits
158787,Private for-profits
373526,Private for-profits
260664,Private for-profits
364751,Private for-profits
439738,Private for-profits
159027,Private for-profits
481465,Private for-profits
485564,Private for-profits
159197,Private for-profits
437042,Private for-profits
490416,Private for-profits
159328,Private for-profits
159319,Private for-profits
488138,Private for-profits
159531,Private for-profits
449612,Private for-profits
367112,Private for-profits
446880,Private for-profits
436650,Private for-profits
444547,Private for-profits
444662,Private for-profits
457606,Private for-profits
439844,Private for-profits
159601,Private for-profits
484190,Private for-profits
160117,Private for-profits
160135,Private for-profits
160199,Private for-profits
490531,Private for-profits
483939,Private for-profits
160472,Private for-profits
407151,Private for-profits
160597,Private for-profits
469911,Private for-profits
491084,Private for-profits
448646,Private for-profits
444945,Private for-profits
469920,Private for-profits
487047,Private for-profits
447467,Private for-profits
484686,Private for-profits
456825,Private for-profits
468893,Private for-profits
160445,Private for-profits
485962,Private for-profits
460774,Private for-profits
475866,Private for-profits
158477,Private not-for-profit four-years
158802,Private not-for-profit four-years
160074,Private not-for-profit four-years
433536,Private not-for-profit four-years
159568,Private not-for-profit four-years
159656,Private not-for-profit four-years
159948,Private not-for-profit four-years
160029,Private not-for-profit four-years
451866,Private not-for-profit four-years
160409,Private not-for-profit four-years
487153,Private not-for-profit four-years
160755,Private not-for-profit four-years
160065,Private not-for-profit four-years
160904,Private not-for-profit four-years
159009,Public four-years
159391,Public four-years
159373,Public four-years
435000,Public four-years
159382,Public four-years
159416,Public four-years
159647,Public four-years
159717,Public four-years
159966,Public four-years
160038,Public four-years
160612,Public four-years
160621,Public four-years
160630,Public four-years
440916,Public four-years
160658,Public four-years
159993,Public four-years
159939,Public four-years
161077,Community Colleges
161138,Community Colleges
161192,Community Colleges
161484,Community Colleges
161545,Community Colleges
161581,Community Colleges
420440,Community Colleges
161022,Other private not-for-profits
161208,Other private not-for-profits
160995,Private for-profits
442213,Private for-profits
461704,Private for-profits
481359,Private for-profits
161493,Private for-profits
480064,Private for-profits
160940,Private for-profits
461962,Private for-profits
433970,Private for-profits
161527,Private for-profits
160977,Private not-for-profit four-years
161004,Private not-for-profit four-years
161086,Private not-for-profit four-years
160959,Private not-for-profit four-years
487524,Private not-for-profit four-years
462044,Private not-for-profit four-years
161509,Private not-for-profit four-years
161518,Private not-for-profit four-years
161563,Private not-for-profit four-years
161572,Private not-for-profit four-years
161457,Private not-for-profit four-years
161299,Public four-years
161253,Public four-years
161217,Public four-years
161226,Public four-years
161235,Public four-years
161244,Public four-years
161341,Public four-years
161554,Public four-years
376695,Community Colleges
161688,Community Colleges
161767,Community Colleges
161864,Community Colleges
405872,Community Colleges
162104,Community Colleges
162168,Community Colleges
162122,Community Colleges
434672,Community Colleges
162557,Community Colleges
162609,Community Colleges
162690,Community Colleges
162706,Community Colleges
162779,Community Colleges
163426,Community Colleges
163657,Community Colleges
164313,Community Colleges
161651,Private for-profits
373784,Private for-profits
480994,Private for-profits
162830,Private for-profits
161800,Private for-profits
434308,Private for-profits
161855,Private for-profits
366438,Private for-profits
163736,Private for-profits
164058,Private for-profits
161776,Private for-profits
480693,Private for-profits
162335,Private for-profits
480310,Private for-profits
444291,Private for-profits
482103,Private for-profits
451909,Private for-profits
450076,Private for-profits
163347,Private for-profits
455017,Private for-profits
436030,Private for-profits
163541,Private for-profits
447971,Private for-profits
461379,Private for-profits
481207,Private for-profits
462372,Private for-profits
446914,Private for-profits
162681,Private for-profits
162982,Private for-profits
163028,Private for-profits
163107,Private for-profits
163815,Private for-profits
163408,Private for-profits
162371,Private for-profits
455026,Private for-profits
488749,Private for-profits
163754,Private for-profits
430184,Private for-profits
487676,Private for-profits
455901,Private for-profits
434973,Private for-profits
476601,Private not-for-profit four-years
162061,Private not-for-profit four-years
212452,Private not-for-profit four-years
162654,Private not-for-profit four-years
162760,Private not-for-profit four-years
162928,Private not-for-profit four-years
163046,Private not-for-profit four-years
446394,Private not-for-profit four-years
163295,Private not-for-profit four-years
164085,Private not-for-profit four-years
164270,Private not-for-profit four-years
163462,Private not-for-profit four-years
163532,Private not-for-profit four-years
163578,Private not-for-profit four-years
163921,Private not-for-profit four-years
163976,Private not-for-profit four-years
164173,Private not-for-profit four-years
162210,Private not-for-profit four-years
164216,Private not-for-profit four-years
434937,Private not-for-profit four-years
162007,Public four-years
162283,Public four-years
162584,Public four-years
163453,Public four-years
163851,Public four-years
163912,Public four-years
164076,Public four-years
164155,Public four-years
161873,Public four-years
163338,Public four-years
163268,Public four-years
163286,Public four-years
163204,Public four-years
163259,Public four-years
164775,Community Colleges
165033,Community Colleges
165112,Community Colleges
165194,Community Colleges
165981,Community Colleges
166133,Community Colleges
166647,Community Colleges
166823,Community Colleges
166887,Community Colleges
166957,Community Colleges
167312,Community Colleges
167376,Community Colleges
167525,Community Colleges
167534,Community Colleges
167631,Community Colleges
167905,Community Colleges
487782,Other private not-for-profits
166407,Other private not-for-profits
167297,Other private not-for-profits
165060,Other private not-for-profits
429128,Other private not-for-profits
164535,"Other public two-years, less-than-two-years"
457615,"Other public two-years, less-than-two-years"
243799,"Other public two-years, less-than-two-years"
419095,"Other public two-years, less-than-two-years"
165608,"Other public two-years, less-than-two-years"
382416,"Other public two-years, less-than-two-years"
433040,"Other public two-years, less-than-two-years"
412535,"Other public two-years, less-than-two-years"
167871,"Other public two-years, less-than-two-years"
457624,"Other public two-years, less-than-two-years"
459408,"Other public two-years, less-than-two-years"
373711,"Other public two-years, less-than-two-years"
419147,Private for-profits
476735,Private for-profits
487144,Private for-profits
164599,Private for-profits
164641,Private for-profits
164678,Private for-profits
