UNITID,SECTOR
184995,Community Colleges
185509,Community Colleges
185536,Community Colleges
185873,Community Colleges
186034,Community Colleges
186645,Community Colleges
183877,Community Colleges
184791,Community Colleges
186469,Community Colleges
247603,Community Colleges
187198,Community Colleges
245625,Community Colleges
449269,Other private not-for-profits
183600,Other private not-for-profits
184968,Other private not-for-profits
185651,Other private not-for-profits
185679,Other private not-for-profits
437723,Other private not-for-profits
186423,Other private not-for-profits
186405,Other private not-for-profits
459444,Other private not-for-profits
183983,"Other public two-years, less-than-two-years"
374592,"Other public two-years, less-than-two-years"
365763,"Other public two-years, less-than-two-years"
431716,"Other public two-years, less-than-two-years"
417831,"Other public two-years, less-than-two-years"
487852,Private for-profits
455202,Private for-profits
184092,Private for-profits
490869,Private for-profits
482963,Private for-profits
414063,Private for-profits
475431,Private for-profits
186593,Private for-profits
183789,Private for-profits
461865,Private for-profits
249140,Private for-profits
445577,Private for-profits
184047,Private for-profits
407391,Private for-profits
363077,Private for-profits
407407,Private for-profits
407425,Private for-profits
436003,Private for-profits
486956,Private for-profits
475468,Private for-profits
460640,Private for-profits
490300,Private for-profits
482556,Private for-profits
184278,Private for-profits
448354,Private for-profits
421878,Private for-profits
446224,Private for-profits
183488,Private for-profits
185721,Private for-profits
184959,Private for-profits
368230,Private for-profits
430218,Private for-profits
184816,Private for-profits
458849,Private for-profits
184506,Private for-profits
475024,Private for-profits
183725,Private for-profits
488013,Private for-profits
451361,Private for-profits
184870,Private for-profits
453552,Private for-profits
448983,Private for-profits
185332,Private for-profits
446303,Private for-profits
184746,Private for-profits
483106,Private for-profits
441548,Private for-profits
479558,Private for-profits
455196,Private for-profits
185174,Private for-profits
478661,Private for-profits
486734,Private for-profits
484321,Private for-profits
184056,Private for-profits
420343,Private for-profits
374574,Private for-profits
442073,Private for-profits
184427,Private for-profits
185396,Private for-profits
479965,Private for-profits
490249,Private for-profits
457767,Private for-profits
185970,Private for-profits
443216,Private for-profits
186016,Private for-profits
481508,Private for-profits
443225,Private for-profits
186052,Private for-profits
420130,Private for-profits
430403,Private for-profits
185466,Private for-profits
481447,Private for-profits
383279,Private for-profits
186274,Private for-profits
185767,Private for-profits
186335,Private for-profits
453215,Private for-profits
187000,Private for-profits
455187,Private for-profits
481429,Private for-profits
445300,Private for-profits
490513,Private not-for-profit four-years
449658,Private not-for-profit four-years
183804,Private not-for-profit four-years
488314,Private not-for-profit four-years
183822,Private not-for-profit four-years
183910,Private not-for-profit four-years
183974,Private not-for-profit four-years
186618,Private not-for-profit four-years
184348,Private not-for-profit four-years
184694,Private not-for-profit four-years
184603,Private not-for-profit four-years
184612,Private not-for-profit four-years
184773,Private not-for-profit four-years
461847,Private not-for-profit four-years
185572,Private not-for-profit four-years
185758,Private not-for-profit four-years
440794,Private not-for-profit four-years
186122,Private not-for-profit four-years
186131,Private not-for-profit four-years
384421,Private not-for-profit four-years
186186,Private not-for-profit four-years
186283,Private not-for-profit four-years
186432,Private not-for-profit four-years
186584,Private not-for-profit four-years
186867,Private not-for-profit four-years
186900,Private not-for-profit four-years
490319,Private not-for-profit four-years
488350,Private not-for-profit four-years
476692,Private not-for-profit four-years
451398,Private not-for-profit four-years
481438,Private not-for-profit four-years
451370,Private not-for-profit four-years
185262,Public four-years
185590,Public four-years
185129,Public four-years
185828,Public four-years
186201,Public four-years
184782,Public four-years
186371,Public four-years
186380,Public four-years
186399,Public four-years
186876,Public four-years
187134,Public four-years
187046,Public four-years
187444,Public four-years
187532,Community Colleges
187639,Community Colleges
187666,Community Colleges
383996,Community Colleges
363633,Community Colleges
188261,Community Colleges
187903,Community Colleges
187994,Community Colleges
188003,Community Colleges
187620,Community Colleges
188021,Community Colleges
188100,Community Colleges
188137,Community Colleges
187958,Community Colleges
187976,Community Colleges
188225,Community Colleges
188049,Community Colleges
187912,"Other public two-years, less-than-two-years"
188216,"Other public two-years, less-than-two-years"
461555,Private for-profits
444088,Private for-profits
460039,Private for-profits
488554,Private for-profits
442602,Private for-profits
187602,Private for-profits
369084,Private for-profits
448035,Private for-profits
248882,Private for-profits
440758,Private for-profits
187505,Private for-profits
105543,Private for-profits
442967,Private for-profits
188146,Private for-profits
366605,Private for-profits
402776,Private for-profits
457776,Private for-profits
439996,Private for-profits
405997,Private for-profits
188289,Private for-profits
188207,Private not-for-profit four-years
245652,Private not-for-profit four-years
188182,Private not-for-profit four-years
187648,Public four-years
187745,Public four-years
187596,Public four-years
187897,Public four-years
187967,Public four-years
188030,Public four-years
188058,Public four-years
187985,Public four-years
188304,Public four-years
188438,Community Colleges
189839,Community Colleges
190053,Community Colleges
190169,Community Colleges
190442,Community Colleges
190521,Community Colleges
190530,Community Colleges
190585,Community Colleges
190619,Community Colleges
190628,Community Colleges
190673,Community Colleges
190840,Community Colleges
191083,Community Colleges
191126,Community Colleges
191199,Community Colleges
191302,Community Colleges
191339,Community Colleges
191612,Community Colleges
191719,Community Colleges
191986,Community Colleges
192022,Community Colleges
193283,Community Colleges
193326,Community Colleges
193478,Community Colleges
193946,Community Colleges
194028,Community Colleges
194222,Community Colleges
194240,Community Colleges
195058,Community Colleges
195322,Community Colleges
475565,Community Colleges
366395,Community Colleges
195988,Community Colleges
189547,Community Colleges
197294,Community Colleges
196565,Community Colleges
196699,Community Colleges
188687,Other private not-for-profits
188678,Other private not-for-profits
188915,Other private not-for-profits
188942,Other private not-for-profits
190956,Other private not-for-profits
189422,Other private not-for-profits
455220,Other private not-for-profits
190008,Other private not-for-profits
190071,Other private not-for-profits
190707,Other private not-for-profits
457794,Other private not-for-profits
488305,Other private not-for-profits
490346,Other private not-for-profits
475422,Other private not-for-profits
436012,Other private not-for-profits
191311,Other private not-for-profits
191940,Other private not-for-profits
420981,Other private not-for-profits
192800,Other private not-for-profits
192961,Other private not-for-profits
192970,Other private not-for-profits
427308,Other private not-for-profits
441575,Other private not-for-profits
193609,Other private not-for-profits
451413,Other private not-for-profits
190451,Other private not-for-profits
195702,Other private not-for-profits
195289,Other private not-for-profits
392354,Other private not-for-profits
386153,Other private not-for-profits
195191,Other private not-for-profits
188669,Other private not-for-profits
197531,Other private not-for-profits
418038,"Other public two-years, less-than-two-years"
418010,"Other public two-years, less-than-two-years"
417983,"Other public two-years, less-than-two-years"
430883,"Other public two-years, less-than-two-years"
364964,"Other public two-years, less-than-two-years"
417868,"Other public two-years, less-than-two-years"
431105,"Other public two-years, less-than-two-years"
418065,"Other public two-years, less-than-two-years"
486886,"Other public two-years, less-than-two-years"
486877,"Other public two-years, less-than-two-years"
439622,"Other public two-years, less-than-two-years"
383525,"Other public two-years, less-than-two-years"
431196,"Other public two-years, less-than-two-years"
431202,"Other public two-years, less-than-two-years"
431275,"Other public two-years, less-than-two-years"
417886,"Other public two-years, less-than-two-years"
379621,"Other public two-years, less-than-two-years"
451459,"Other public two-years, less-than-two-years"
440730,"Other public two-years, less-than-two-years"
417992,"Other public two-years, less-than-two-years"
441593,"Other public two-years, less-than-two-years"
194259,"Other public two-years, less-than-two-years"
431770,"Other public two-years, less-than-two-years"
418083,"Other public two-years, less-than-two-years"
406325,"Other public two-years, less-than-two-years"
193122,"Other public two-years, less-than-two-years"
418056,"Other public two-years, less-than-two-years"
417910,"Other public two-years, less-than-two-years"
418029,"Other public two-years, less-than-two-years"
418001,"Other public two-years, less-than-two-years"
420468,"Other public two-years, less-than-two-years"
457855,Private for-profits
483708,Private for-profits
449676,Private for-profits
419314,Private for-profits
476878,Private for-profits
188650,Private for-profits
415987,Private for-profits
483850,Private for-profits
481164,Private for-profits
189477,Private for-profits
486415,Private for-profits
188890,Private for-profits
482194,Private for-profits
404994,Private for-profits
461768,Private for-profits
188988,Private for-profits
448071,Private for-profits
374927,Private for-profits
189219,Private for-profits
189228,Private for-profits
448974,Private for-profits
484385,Private for-profits
195933,Private for-profits
189459,Private for-profits
449311,Private for-profits
189404,Private for-profits
189468,Private for-profits
460446,Private for-profits
191409,Private for-profits
188517,Private for-profits
189556,Private for-profits
189583,Private for-profits
189592,Private for-profits
410496,Private for-profits
480091,Private for-profits
374972,Private for-profits
189574,Private for-profits
189565,Private for-profits
189714,Private for-profits
447430,Private for-profits
449667,Private for-profits
486381,Private for-profits
418171,Private for-profits
189954,Private for-profits
475510,Private for-profits
189990,Private for-profits
190309,Private for-profits
190293,Private for-profits
467094,Private for-profits
374990,Private for-profits
190318,Private for-profits
194435,Private for-profits
486390,Private for-profits
482413,Private for-profits
480028,Private for-profits
483382,Private for-profits
190974,Private for-profits
383765,Private for-profits
485014,Private for-profits
195067,Private for-profits
193991,Private for-profits
190239,Private for-profits
481845,Private for-profits
488341,Private for-profits
457864,Private for-profits
460552,Private for-profits
191205,Private for-profits
488253,Private for-profits
483841,Private for-profits
191728,Private for-profits
191834,Private for-profits
457819,Private for-profits
191959,Private for-profits
434566,Private for-profits
420404,Private for-profits
434575,Private for-profits
192004,Private for-profits
188696,Private for-profits
455239,Private for-profits
459471,Private for-profits
441618,Private for-profits
479123,Private for-profits
427335,Private for-profits
192271,Private for-profits
449320,Private for-profits
476610,Private for-profits
383297,Private for-profits
192484,Private for-profits
192509,Private for-profits
461838,Private for-profits
192688,Private for-profits
461351,Private for-profits
476355,Private for-profits
193186,Private for-profits
193201,Private for-profits
461014,Private for-profits
193265,Private for-profits
193308,Private for-profits
375106,Private for-profits
367334,Private for-profits
449685,Private for-profits
193672,Private for-profits
440262,Private for-profits
195845,Private for-profits
421841,Private for-profits
481243,Private for-profits
431071,Private for-profits
457800,Private for-profits
193858,Private for-profits
475404,Private for-profits
460455,Private for-profits
457846,Private for-profits
407434,Private for-profits
414595,Private for-profits
484011,Private for-profits
194499,Private for-profits
194879,Private for-profits
438267,Private for-profits
459462,Private for-profits
197151,Private for-profits
481331,Private for-profits
412544,Private for-profits
481094,Private for-profits
189811,Private for-profits
195784,Private for-profits
430564,Private for-profits
196389,Private for-profits
196477,Private for-profits
365055,Private for-profits
461157,Private for-profits
197285,Private for-profits
191287,Private for-profits
457837,Private for-profits
130581,Private for-profits
485801,Private for-profits
197337,Private for-profits
197522,Private for-profits
490276,Private for-profits
188429,Private not-for-profit four-years
188526,Private not-for-profit four-years
188535,Private not-for-profit four-years
188580,Private not-for-profit four-years
188641,Private not-for-profit four-years
188854,Private not-for-profit four-years
128586,Private not-for-profit four-years
245777,Private not-for-profit four-years
189015,Private not-for-profit four-years
189088,Private not-for-profit four-years
189097,Private not-for-profit four-years
476717,Private not-for-profit four-years
444413,Private not-for-profit four-years
485999,Private not-for-profit four-years
189273,Private not-for-profit four-years
189264,Private not-for-profit four-years
486196,Private not-for-profit four-years
189413,Private not-for-profit four-years
189501,Private not-for-profit four-years
189705,Private not-for-profit four-years
189848,Private not-for-profit four-years
488004,Private not-for-profit four-years
189857,Private not-for-profit four-years
189981,Private not-for-profit four-years
190044,Private not-for-profit four-years
190080,Private not-for-profit four-years
190099,Private not-for-profit four-years
193399,Private not-for-profit four-years
190150,Private not-for-profit four-years
190248,Private not-for-profit four-years
190372,Private not-for-profit four-years
190415,Private not-for-profit four-years
190503,Private not-for-profit four-years
190716,Private not-for-profit four-years
190725,Private not-for-profit four-years
194569,Private not-for-profit four-years
190761,Private not-for-profit four-years
486080,Private not-for-profit four-years
190983,Private not-for-profit four-years
196680,Private not-for-profit four-years
191241,Private not-for-profit four-years
191515,Private not-for-profit four-years
191533,Private not-for-profit four-years
203067,Private not-for-profit four-years
191597,Private not-for-profit four-years
191621,Private not-for-profit four-years
191630,Private not-for-profit four-years
191649,Private not-for-profit four-years
191676,Private not-for-profit four-years
193405,Private not-for-profit four-years
191931,Private not-for-profit four-years
191968,Private not-for-profit four-years
192040,Private not-for-profit four-years
192165,Private not-for-profit four-years
192192,Private not-for-profit four-years
192323,Private not-for-profit four-years
192563,Private not-for-profit four-years
192439,Private not-for-profit four-years
192554,Private not-for-profit four-years
432357,Private not-for-profit four-years
192448,Private not-for-profit four-years
450766,Private not-for-profit four-years
192624,Private not-for-profit four-years
192703,Private not-for-profit four-years
192712,Private not-for-profit four-years
192749,Private not-for-profit four-years
192785,Private not-for-profit four-years
192819,Private not-for-profit four-years
192864,Private not-for-profit four-years
490328,Private not-for-profit four-years
192925,Private not-for-profit four-years
193016,Private not-for-profit four-years
193061,Private not-for-profit four-years
193052,Private not-for-profit four-years
193070,Private not-for-profit four-years
190114,Private not-for-profit four-years
193247,Private not-for-profit four-years
193292,Private not-for-profit four-years
193353,Private not-for-profit four-years
193584,Private not-for-profit four-years
366368,Private not-for-profit four-years
193751,Private not-for-profit four-years
418126,Private not-for-profit four-years
194073,Private not-for-profit four-years
439783,Private not-for-profit four-years
194091,Private not-for-profit four-years
193821,Private not-for-profit four-years
193830,Private not-for-profit four-years
194116,Private not-for-profit four-years
193894,Private not-for-profit four-years
193900,Private not-for-profit four-years
193973,Private not-for-profit four-years
439817,Private not-for-profit four-years
194161,Private not-for-profit four-years
194189,Private not-for-profit four-years
194310,Private not-for-profit four-years
194392,Private not-for-profit four-years
189282,Private not-for-profit four-years
194578,Private not-for-profit four-years
194657,Private not-for-profit four-years
194693,Private not-for-profit four-years
194666,Private not-for-profit four-years
194736,Private not-for-profit four-years
405854,Private not-for-profit four-years
484871,Private not-for-profit four-years
194763,Private not-for-profit four-years
475033,Private not-for-profit four-years
194824,Private not-for-profit four-years
194958,Private not-for-profit four-years
195003,Private not-for-profit four-years
195049,Private not-for-profit four-years
195720,Private not-for-profit four-years
195580,Private not-for-profit four-years
195304,Private not-for-profit four-years
195438,Private not-for-profit four-years
195474,Private not-for-profit four-years
195526,Private not-for-profit four-years
195155,Private not-for-profit four-years
195164,Private not-for-profit four-years
195173,Private not-for-profit four-years
195809,Private not-for-profit four-years
195216,Private not-for-profit four-years
195562,Private not-for-profit four-years
195544,Private not-for-profit four-years
195243,Private not-for-profit four-years
196413,Private not-for-profit four-years
196440,Private not-for-profit four-years
451404,Private not-for-profit four-years
196431,Private not-for-profit four-years
196468,Private not-for-profit four-years
193645,Private not-for-profit four-years
195234,Private not-for-profit four-years
191320,Private not-for-profit four-years
192110,Private not-for-profit four-years
454184,Private not-for-profit four-years
193654,Private not-for-profit four-years
195128,Private not-for-profit four-years
196583,Private not-for-profit four-years
196592,Private not-for-profit four-years
196653,Private not-for-profit four-years
246789,Private not-for-profit four-years
196866,Private not-for-profit four-years
196884,Private not-for-profit four-years
197018,Private not-for-profit four-years
195030,Private not-for-profit four-years
446604,Private not-for-profit four-years
197045,Private not-for-profit four-years
197133,Private not-for-profit four-years
188340,Private not-for-profit four-years
197142,Private not-for-profit four-years
197197,Private not-for-profit four-years
197221,Private not-for-profit four-years
190424,Private not-for-profit four-years
197230,Private not-for-profit four-years
245731,Private not-for-profit four-years
420325,Private not-for-profit four-years
197647,Private not-for-profit four-years
486017,Private not-for-profit four-years
375230,Private not-for-profit four-years
481410,Private not-for-profit four-years
197601,Private not-for-profit four-years
491057,Private not-for-profit four-years
190752,Private not-for-profit four-years
455257,Private not-for-profit four-years
197674,Private not-for-profit four-years
431983,Private not-for-profit four-years
490504,Private not-for-profit four-years
197692,Private not-for-profit four-years
441609,Private not-for-profit four-years
486026,Private not-for-profit four-years
197708,Private not-for-profit four-years
487746,Private not-for-profit four-years
488101,Private not-for-profit four-years
405058,Private not-for-profit four-years
197610,Private not-for-profit four-years
197735,Private not-for-profit four-years
197744,Private not-for-profit four-years
196079,Public four-years
190558,Public four-years
190512,Public four-years
190549,Public four-years
190567,Public four-years
190576,Public four-years
190594,Public four-years
190600,Public four-years
190637,Public four-years
190646,Public four-years
190655,Public four-years
190664,Public four-years
190682,Public four-years
190691,Public four-years
196042,Public four-years
196051,Public four-years
196176,Public four-years
196097,Public four-years
196060,Public four-years
196158,Public four-years
196219,Public four-years
196130,Public four-years
196121,Public four-years
196167,Public four-years
196237,Public four-years
196194,Public four-years
196246,Public four-years
196200,Public four-years
196033,Public four-years
196103,Public four-years
196228,Public four-years
196006,Public four-years
196015,Public four-years
196024,Public four-years
196149,Public four-years
196255,Public four-years
196264,Public four-years
196291,Public four-years
196185,Public four-years
196112,Public four-years
197027,Public four-years
197036,Public four-years
196088,Public four-years
196307,Public four-years
199786,Community Colleges
197887,Community Colleges
197966,Community Colleges
198011,Community Colleges
198039,Community Colleges
198084,Community Colleges
198118,Community Colleges
198154,Community Colleges
198206,Community Colleges
198233,Community Colleges
198251,Community Colleges
198260,Community Colleges
198321,Community Colleges
198330,Community Colleges
197814,Community Colleges
198367,Community Colleges
198376,Community Colleges
198455,Community Colleges
198491,Community Colleges
198534,Community Colleges
198552,Community Colleges
198570,Community Colleges
198622,Community Colleges
198640,Community Colleges
198668,Community Colleges
198710,Community Colleges
198729,Community Colleges
198774,Community Colleges
198817,Community Colleges
198905,Community Colleges
198914,Community Colleges
198923,Community Colleges
198987,Community Colleges
199023,Community Colleges
199087,Community Colleges
199263,Community Colleges
199324,Community Colleges
199333,Community Colleges
199421,Community Colleges
199449,Community Colleges
199467,Community Colleges
199476,Community Colleges
199485,Community Colleges
199494,Community Colleges
199625,Community Colleges
199634,Community Colleges
197850,Community Colleges
199722,Community Colleges
199731,Community Colleges
199740,Community Colleges
199768,Community Colleges
199795,Community Colleges
199838,Community Colleges
199856,Community Colleges
199892,Community Colleges
199908,Community Colleges
199926,Community Colleges
199953,Community Colleges
427919,Other private not-for-profits
481377,Other private not-for-profits
198871,Other private not-for-profits
199883,Other private not-for-profits
433174,"Other public two-years, less-than-two-years"
198941,"Other public two-years, less-than-two-years"
483425,Private for-profits
434292,Private for-profits
455141,Private for-profits
484020,Private for-profits
458706,Private for-profits
490948,Private for-profits
460765,Private for-profits
198190,Private for-profits
455910,Private for-profits
489344,Private for-profits
455169,Private for-profits
199078,Private for-profits
455178,Private for-profits
482565,Private for-profits
417804,Private for-profits
459019,Private for-profits
450614,Private for-profits
459037,Private for-profits
459064,Private for-profits
478616,Private for-profits
459046,Private for-profits
436632,Private for-profits
468398,Private for-profits
456968,Private for-profits
456445,Private for-profits
448442,Private for-profits
462363,Private for-profits
451990,Private for-profits
382504,Private for-profits
198844,Private for-profits
421832,Private for-profits
449117,Private for-profits
458405,Private for-profits
455655,Private for-profits
460817,Private for-profits
456205,Private for-profits
198978,Private for-profits
413972,Private for-profits
199005,Private for-profits
480037,Private for-profits
442611,Private for-profits
199689,Private for-profits
444486,Private for-profits
475556,Private for-profits
408163,Private for-profits
199670,Private for-profits
481720,Private for-profits
451352,Private for-profits
453163,Private for-profits
197832,Private for-profits
452027,Private for-profits
484729,Private for-profits
480815,Private for-profits
199980,Private for-profits
441511,Private not-for-profit four-years
197911,Private not-for-profit four-years
197984,Private not-for-profit four-years
197993,Private not-for-profit four-years
198066,Private not-for-profit four-years
198109,Private not-for-profit four-years
198136,Private not-for-profit four-years
199971,Private not-for-profit four-years
461032,Private not-for-profit four-years
198215,Private not-for-profit four-years
444778,Private not-for-profit four-years
198303,Private not-for-profit four-years
198385,Private not-for-profit four-years
198419,Private not-for-profit four-years
198516,Private not-for-profit four-years
198561,Private not-for-profit four-years
461528,Private not-for-profit four-years
198598,Private not-for-profit four-years
198613,Private not-for-profit four-years
198677,Private not-for-profit four-years
198695,Private not-for-profit four-years
443076,Private not-for-profit four-years
198747,Private not-for-profit four-years
445708,Private not-for-profit four-years
198756,Private not-for-profit four-years
461139,Private not-for-profit four-years
198808,Private not-for-profit four-years
198835,Private not-for-profit four-years
198862,Private not-for-profit four-years
198899,Private not-for-profit four-years
198950,Private not-for-profit four-years
198969,Private not-for-profit four-years
199458,Private not-for-profit four-years
199032,Private not-for-profit four-years
199209,Private not-for-profit four-years
199306,Private not-for-profit four-years
489937,Private not-for-profit four-years
199412,Private not-for-profit four-years
199582,Private not-for-profit four-years
199607,Private not-for-profit four-years
199643,Private not-for-profit four-years
461485,Private not-for-profit four-years
199759,Private not-for-profit four-years
199698,Private not-for-profit four-years
199069,Private not-for-profit four-years
199847,Private not-for-profit four-years
199865,Private not-for-profit four-years
199272,Private not-for-profit four-years
199962,Private not-for-profit four-years
197869,Public four-years
198464,Public four-years
198507,Public four-years
198543,Public four-years
199102,Public four-years
199157,Public four-years
199193,Public four-years
199111,Public four-years
199120,Public four-years
199139,Public four-years
199148,Public four-years
199281,Public four-years
199184,Public four-years
199218,Public four-years
200004,Public four-years
199999,Public four-years
200022,Community Colleges
200314,Community Colleges
200192,Community Colleges
200305,Community Colleges
200341,Community Colleges
200208,"Other public two-years, less-than-two-years"
200129,Private for-profits
200165,Private for-profits
200110,Private for-profits
456551,Private for-profits
200387,Private for-profits
482246,Private for-profits
200262,Private for-profits
200013,Private for-profits
452009,Private for-profits
448026,Private for-profits
200484,Private not-for-profit four-years
200527,Private not-for-profit four-years
200554,Private not-for-profit four-years
200156,Private not-for-profit four-years
200217,Private not-for-profit four-years
200059,Public four-years
200226,Public four-years
200253,Public four-years
200332,Public four-years
200086,Public four-years
200466,Public four-years
200280,Public four-years
200572,Public four-years
240790,Public four-years
201283,Community Colleges
201672,Community Colleges
201928,Community Colleges
201973,Community Colleges
202222,Community Colleges
202356,Community Colleges
203331,Community Colleges
202648,Community Colleges
203155,Community Colleges
203678,Community Colleges
203599,Community Colleges
203748,Community Colleges
203881,Community Colleges
204422,Community Colleges
204440,Community Colleges
204945,Community Colleges
205470,Community Colleges
205966,Community Colleges
205841,Community Colleges
206011,Community Colleges
206446,Community Colleges
204255,Community Colleges
447209,Other private not-for-profits
201681,Other private not-for-profits
201751,Other private not-for-profits
411754,Other private not-for-profits
452540,Other private not-for-profits
205090,Other private not-for-profits
203146,Other private not-for-profits
483647,Other private not-for-profits
375416,Other private not-for-profits
439899,Other private not-for-profits
204893,Other private not-for-profits
486257,Other private not-for-profits
203030,"Other public two-years, less-than-two-years"
200828,"Other public two-years, less-than-two-years"
201034,"Other public two-years, less-than-two-years"
201098,"Other public two-years, less-than-two-years"
201131,"Other public two-years, less-than-two-years"
201159,"Other public two-years, less-than-two-years"
201432,"Other public two-years, less-than-two-years"
201478,"Other public two-years, less-than-two-years"
383312,"Other public two-years, less-than-two-years"
201496,"Other public two-years, less-than-two-years"
201539,"Other public two-years, less-than-two-years"
418205,"Other public two-years, less-than-two-years"
201803,"Other public two-years, less-than-two-years"
202152,"Other public two-years, less-than-two-years"
369109,"Other public two-years, less-than-two-years"
204981,"Other public two-years, less-than-two-years"
407461,"Other public two-years, less-than-two-years"
202657,"Other public two-years, less-than-two-years"
457873,"Other public two-years, less-than-two-years"
202949,"Other public two-years, less-than-two-years"
365240,"Other public two-years, less-than-two-years"
202985,"Other public two-years, less-than-two-years"
375373,"Other public two-years, less-than-two-years"
409591,"Other public two-years, less-than-two-years"
375407,"Other public two-years, less-than-two-years"
407489,"Other public two-years, less-than-two-years"
203942,"Other public two-years, less-than-two-years"
204158,"Other public two-years, less-than-two-years"
389860,"Other public two-years, less-than-two-years"
203614,"Other public two-years, less-than-two-years"
204662,"Other public two-years, less-than-two-years"
418278,"Other public two-years, less-than-two-years"
418199,"Other public two-years, less-than-two-years"
407513,"Other public two-years, less-than-two-years"
409537,"Other public two-years, less-than-two-years"
407522,"Other public two-years, less-than-two-years"
390905,"Other public two-years, less-than-two-years"
364636,"Other public two-years, less-than-two-years"
383330,"Other public two-years, less-than-two-years"
407577,"Other public two-years, less-than-two-years"
204459,"Other public two-years, less-than-two-years"
206172,"Other public two-years, less-than-two-years"
206181,"Other public two-years, less-than-two-years"
407595,"Other public two-years, less-than-two-years"
375568,"Other public two-years, less-than-two-years"
200846,"Other public two-years, less-than-two-years"
206321,"Other public two-years, less-than-two-years"
421717,"Other public two-years, less-than-two-years"
407832,"Other public two-years, less-than-two-years"
418250,"Other public two-years, less-than-two-years"
433138,"Other public two-years, less-than-two-years"
418223,"Other public two-years, less-than-two-years"
205391,Private for-profits
461111,Private for-profits
441636,Private for-profits
480480,Private for-profits
453473,Private for-profits
457004,Private for-profits
453455,Private for-profits
487357,Private for-profits
487366,Private for-profits
453464,Private for-profits
201016,Private for-profits
490434,Private for-profits
476683,Private for-profits
451468,Private for-profits
455275,Private for-profits
452373,Private for-profits
202161,Private for-profits
204626,Private for-profits
441645,Private for-profits
450395,Private for-profits
205647,Private for-profits
205610,Private for-profits
375489,Private for-profits
204316,Private for-profits
475699,Private for-profits
202684,Private for-profits
369905,Private for-profits
201469,Private for-profits
203438,Private for-profits
454236,Private for-profits
490692,Private for-profits
202055,Private for-profits
375319,Private for-profits
375300,Private for-profits
434830,Private for-profits
444051,Private for-profits
202435,Private for-profits
205559,Private for-profits
205522,Private for-profits
202453,Private for-profits
449700,Private for-profits
452771,Private for-profits
452780,Private for-profits
482574,Private for-profits
490188,Private for-profits
461999,Private for-profits
452887,Private for-profits
407470,Private for-profits
200590,Private for-profits
387819,Private for-profits
487861,Private for-profits
205179,Private for-profits
450067,Private for-profits
450058,Private for-profits
487302,Private for-profits
201399,Private for-profits
452948,Private for-profits
205513,Private for-profits
490355,Private for-profits
202888,Private for-profits
490072,Private for-profits
369950,Private for-profits
458432,Private for-profits
203386,Private for-profits
388663,Private for-profits
203289,Private for-profits
453297,Private for-profits
459611,Private for-profits
451963,Private for-profits
203313,Private for-profits
443535,Private for-profits
448497,Private for-profits
430379,Private for-profits
430388,Private for-profits
446923,Private for-profits
206631,Private for-profits
483920,Private for-profits
439455,Private for-profits
369862,Private for-profits
204060,Private for-profits
200633,Private for-profits
449126,Private for-profits
450003,Private for-profits
204121,Private for-profits
250902,Private for-profits
451477,Private for-profits
204334,Private for-profits
412003,Private for-profits
481544,Private for-profits
405021,Private for-profits
449719,Private for-profits
204431,Private for-profits
453747,Private for-profits
203739,Private for-profits
203720,Private for-profits
418269,Private for-profits
410797,Private for-profits
453792,Private for-profits
204714,Private for-profits
204723,Private for-profits
204778,Private for-profits
405012,Private for-profits
204608,Private for-profits
453817,Private for-profits
204884,Private for-profits
444635,Private for-profits
204963,Private for-profits
455284,Private for-profits
456065,Private for-profits
456074,Private for-profits
485032,Private for-profits
205054,Private for-profits
363147,Private for-profits
407568,Private for-profits
363882,Private for-profits
205142,Private for-profits
490832,Private for-profits
452081,Private for-profits
203234,Private for-profits
480523,Private for-profits
488952,Private for-profits
460118,Private for-profits
480532,Private for-profits
476629,Private for-profits
480082,Private for-profits
448600,Private for-profits
205887,Private for-profits
457916,Private for-profits
249566,Private for-profits
200624,Private for-profits
446668,Private for-profits
459480,Private for-profits
453756,Private for-profits
204769,Private for-profits
206039,Private for-profits
375540,Private for-profits
206224,Private for-profits
439297,Private for-profits
457891,Private for-profits
442408,Private for-profits
206394,Private for-profits
206482,Private for-profits
200873,Private not-for-profit four-years
483018,Private not-for-profit four-years
485908,Private not-for-profit four-years
245892,Private not-for-profit four-years
442392,Private not-for-profit four-years
201061,Private not-for-profit four-years
201104,Private not-for-profit four-years
201140,Private not-for-profit four-years
201177,Private not-for-profit four-years
201195,Private not-for-profit four-years
201371,Private not-for-profit four-years
201548,Private not-for-profit four-years
201645,Private not-for-profit four-years
201654,Private not-for-profit four-years
201858,Private not-for-profit four-years
201867,Private not-for-profit four-years
202046,Private not-for-profit four-years
202073,Private not-for-profit four-years
202170,Private not-for-profit four-years
202514,Private not-for-profit four-years
202523,Private not-for-profit four-years
205957,Private not-for-profit four-years
202806,Private not-for-profit four-years
202903,Private not-for-profit four-years
202912,Private not-for-profit four-years
203085,Private not-for-profit four-years
200785,Private not-for-profit four-years
457022,Private not-for-profit four-years
203128,Private not-for-profit four-years
203368,Private not-for-profit four-years
203535,Private not-for-profit four-years
203544,Private not-for-profit four-years
203580,Private not-for-profit four-years
203757,Private not-for-profit four-years
203775,Private not-for-profit four-years
203845,Private not-for-profit four-years
203960,Private not-for-profit four-years
203997,Private not-for-profit four-years
204176,Private not-for-profit four-years
204200,Private not-for-profit four-years
